id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
22467914,https://www.airbnb.com/rooms/22467914,20231210055146,2023-12-10,city scrape,Guest suite in Bozeman · ★4.93 · 2 bedrooms · 2 beds · 1 bath,,"Only 2 blocks from Main Street in a quiet downtown neighborhood! Location could not be better if you are looking to explore downtown Bozeman. Also close to: Ghost Town Coffee (around the corner), Montana State University, Bridger Bowl, hiking trails, mountain biking trails, cross country ski trails, restaurants, a library, parks, incredible restaurants and bars.. the list goes on!",https://a0.muscache.com/pictures/miso/Hosting-22467914/original/a5ce57c1-bb53-45cd-9e13-26523afe98e0.jpeg,11104779,https://www.airbnb.com/users/show/11104779,Sarah,2014-01-07,"Bozeman, MT","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/8ce717fe-338f-43f3-813f-1f32f738107d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8ce717fe-338f-43f3-813f-1f32f738107d.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.67704,-111.03458,Entire guest suite,Entire home/apt,4,,1 bath,,2,[],$152.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,21,50,78,251,2023-12-10,228,57,1,2019-12-29,2023-11-20,4.93,4.92,4.96,4.98,5.0,5.0,4.86,,t,1,1,0,0,4.74
22733838,https://www.airbnb.com/rooms/22733838,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.94 · 3 bedrooms · 4 beds · 2 baths,,"Bozeman's Northeast Neighborhood is known to be the most colorful part of town, with more mixed use, artists and shops, and increasingly home to quality food, coffee roaster, bakery, and breweries. It has great access to downtown as well, and trails that start here and branch off all over town and the surrounding area.",https://a0.muscache.com/pictures/prohost-api/Hosting-22733838/original/19caf1b4-721f-4f49-a863-f20159770c7a.jpeg,8224408,https://www.airbnb.com/users/show/8224408,Paul,2013-08-17,"Bozeman, MT","I started Bozeman Cottage Vacation Rentals in 1998 which has now grown to 17 properties, mostly within walking distance from downtown Bozeman. I also work in renewable energy - solar thermal, permaculture, electric bikes, and biofuels - and strive to keep Bozeman Cottage low impact.  I stock the houses with non-toxic body products and cleaners, and are as efficient as possible with heating and cooling.  I also run a bicycle rental business so you can easily and affordably see Bozeman on 2-wheels!

Note: I manage a few different guest houses and reviews are shown collectively for all places. The few reservations that had to be cancelled over the years were mostly due to date conflicts when calendars failed to update automatically. The July 2016 reservation was cancelled when the guests revealed that they had two cats after using autobook, for which Airbnb charged me 100, so unfortunately I no longer use autobook.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/f9efc11c-1d61-4d59-9536-629dd2ddd084.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f9efc11c-1d61-4d59-9536-629dd2ddd084.jpg?aki_policy=profile_x_medium,,24,36,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68497,-111.02946,Entire home,Entire home/apt,7,,2 baths,,4,[],$293.00,4,30,4,7,1125,1125,5.0,1125.0,,t,27,57,82,243,2023-12-10,17,5,0,2018-10-14,2023-09-19,4.94,5.0,4.88,5.0,5.0,5.0,4.71,,f,22,22,0,0,0.27
22925801,https://www.airbnb.com/rooms/22925801,20231210055146,2023-12-10,city scrape,Condo in Bozeman · ★5.0 · 2 bedrooms · 2 beds · 1 bath,,"Bozeman is referred to as one of the “most livable places” for good reason! It is surrounded by mountains and rivers and offers unending opportunities no matter what time of year it is. Located in the heart of Downtown Bozeman, VRBozeman's properties offer something for everyone. In the warmer months you can explore the mountains, fly fish on world renowned rivers and streams, mountain bike on miles of trails and enjoy several other outdoor activities. In the winter you are 45 minutes from the largest ski resort in America, Big Sky and 15 minutes from the local hill Bridger Bowl. There is Nordic skiing, snow shoeing, ice climbing, hunting, snowmobiling and much more. If you need a break from the outdoors don’t fret. Bozeman has amazing eateries, shops, nightlife and offers a rich arts and cultural experience with a number of galleries, museums and historical points of interest. This area is perfect for a family getaway, a romantic vacation, or even a solo trip. Come and explore all tha",https://a0.muscache.com/pictures/prohost-api/Hosting-22925801/original/bdc35e02-384b-443e-9936-53d53c44e702.jpeg,169754903,https://www.airbnb.com/users/show/169754903,VR Bozeman,2018-01-24,"Bozeman, MT","VR Bozeman | Vacations Rentals is local & professional Vacation Rental management team striving to blend constancy and cleanliness + hospitality of a hotel and the privacy + personality of a Vacation Rental. 

Our team of friendly, professionals are here to assist you with your questions. 

Unwritten & Company | Reservations & Guest Services 

At your service,

VR Bozeman | Vacation Rentals
A Beautiful Way To Stay!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/a451a581-3548-4372-afa6-0a6190eb57cf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a451a581-3548-4372-afa6-0a6190eb57cf.jpg?aki_policy=profile_x_medium,,5,8,"['email', 'phone', 'work_email']",t,t,"Bozeman, Montana, United States",Bozeman,,45.680634,-111.030121,Entire condo,Entire home/apt,4,,1 bath,,2,[],$246.00,1,360,1,3,1125,1125,2.1,1125.0,,t,8,17,27,273,2023-12-10,200,55,3,2018-02-18,2023-12-03,5.0,4.98,4.97,4.98,4.99,4.99,4.86,,f,5,5,0,0,2.83
22925892,https://www.airbnb.com/rooms/22925892,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.98 · 1 bedroom · 2 beds · 1 private bath,,"This location may be THE very best in Bozeman.  It is walking distance (6-7 blocks) not only to Downtown (has everything) but also to the NE Neighborhood (best coffee, nice bakery, two breweries), the Cannery District (wood-fired pizza, Mexican, Thai, distillery, kombucha bar), and Midtown (ice cream, food trucks, pho, cafe, music venue).  Two blocks to two different parks.  Three blocks to the Fairgrounds (summer farmers market).",https://a0.muscache.com/pictures/f30fce66-6941-4dac-8d9a-61bccb8cc7ec.jpg,47859142,https://www.airbnb.com/users/show/47859142,Jason,2015-10-31,"Bozeman, MT","Mountain biker, skier, lover of the outdoors and living in the heart of Bozeman.  Small-scale residential infill developer.  I can provide info on Bozeman and nearby areas -- just ask!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/4abdd46f-822d-404d-a801-1a1592571375.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4abdd46f-822d-404d-a801-1a1592571375.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,f,"Bozeman, Montana, United States",Bozeman,,45.68583,-111.03532,Private room in home,Private room,3,,1 private bath,,2,[],$71.00,1,9,1,1,9,9,1.0,9.0,,t,20,20,20,20,2023-12-10,410,44,6,2018-01-28,2023-12-05,4.98,4.99,4.98,4.99,4.99,4.98,4.92,,f,1,0,1,0,5.74
23191331,https://www.airbnb.com/rooms/23191331,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · ★4.85 · 2 bedrooms · 2 beds · 1 bath,,"The benefits of living downtown come with a cost of noise.  There is early morning street traffic which can be a nuisance.   It is not a problem for most, but ear plugs are recommended if you are a very light sleeper.",https://a0.muscache.com/pictures/miso/Hosting-23191331/original/da3b2388-e3db-464c-ab30-1abeeeb8b971.jpeg,121782093,https://www.airbnb.com/users/show/121782093,Samantha,2017-03-21,"Bozeman, MT","",within an hour,71%,0%,f,https://a0.muscache.com/im/pictures/user/efd27e97-0dae-4d66-a5c2-44b7b7d89064.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/efd27e97-0dae-4d66-a5c2-44b7b7d89064.jpg?aki_policy=profile_x_medium,,3,4,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68196,-111.04504,Entire rental unit,Entire home/apt,5,,1 bath,,2,[],$161.00,1,7,1,1,1125,1125,1.0,1125.0,,t,19,47,76,76,2023-12-10,300,84,5,2018-04-22,2023-11-21,4.85,4.9,4.84,4.94,4.93,4.93,4.73,,t,3,3,0,0,4.37
23269653,https://www.airbnb.com/rooms/23269653,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.92 · 2 bedrooms · 2 beds · 1.5 baths,,"Our contemporary getaway is ""conveniently"" located in the award winning Valley West neighborhood.  It is located close to many of Bozeman's attractions. In addition,  It is only 10 miles from the Bozeman Yellowstone International airport and Montana State University.",https://a0.muscache.com/pictures/prohost-api/Hosting-23269653/original/2577e99b-f2f0-41d1-8986-83db465efa85.jpeg,106429221,https://www.airbnb.com/users/show/106429221,Vacation Homes Bozeman,2016-12-06,"Bozeman, MT","Greetings!  
We are Jason and Celeste Lovelace.  We have been married 25 adventurous years and can't wait for 25 more!!  We moved to Bozeman Mt. 16 years ago from Seattle Washington and even though we love the Pacific Northwest, Bozeman has become home to us.  We feel very blessed to raise our  three children in this family-friendly community.  We own a painting company, and we are involved in real estate investing. We love to travel when time permits and hope to visit many vacation rentals in the future!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/04e5ea17-c19f-4e0c-aa41-dff74c61b8fc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/04e5ea17-c19f-4e0c-aa41-dff74c61b8fc.jpg?aki_policy=profile_x_medium,,5,5,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.6821892292,-111.095205612,Entire home,Entire home/apt,4,,1.5 baths,,2,[],$126.00,2,31,2,4,31,31,2.5,31.0,,t,5,5,6,267,2023-12-10,51,9,1,2018-03-25,2023-11-13,4.92,4.92,4.94,5.0,4.96,4.9,4.67,,t,5,5,0,0,0.73
23685855,https://www.airbnb.com/rooms/23685855,20231210055146,2023-12-10,city scrape,Townhouse in Bozeman · ★4.0 · 2 bedrooms · 2 beds · 1 bath,,"The city of Bozeman is scattered with various hidden gems, such as the American Computer Museum or Emerson Cultural Center. More well known is the Museum of the Rockies that has a research center, planetarium shows, and extensive collection of dinosaur fossils from around the world! <br /><br />To explore downtown, take a leisurely 1-mile walk to North Wilson Avenue and find a variety of shops and restaurants! Coffee aficionados will love being close to so many brew houses, including The Nova Cafe, Zocalo Coffee House, and Wild Joe*s Coffee Spot. <br /><br />No matter the time of year, there's always an outdoor activity to enjoy nearby, from hiking at Yellowstone National Park to skiing at Bridger Bowl when the snow falls. In the summertime, be sure to check out the serene beauty of Palisade Falls, the Gallatin River, and Grotto Falls Trail! Only 3 blocks away is The Gallagator Trail, also known as the Linear Trail, that extends from the mountains to downtown!<br /><br />Close to the h",https://a0.muscache.com/pictures/prohost-api/Hosting-23685855/original/5cd9e488-b243-452d-ac35-3c405c102bdd.jpeg,122381278,https://www.airbnb.com/users/show/122381278,Evolve,2017-03-24,United States,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-122381278/original/5fbc724c-fda4-4c4a-9f15-2710bf373054.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-122381278/original/5fbc724c-fda4-4c4a-9f15-2710bf373054.png?aki_policy=profile_x_medium,Winstead Park,1108,1854,"['email', 'phone']",t,f,"Bozeman, Montana, United States",Bozeman,,45.66846,-111.04046,Entire townhouse,Entire home/apt,4,,1 bath,,2,[],$96.00,28,1125,28,28,1125,1125,28.0,1125.0,,t,13,13,13,257,2023-12-10,7,3,0,2019-08-15,2023-04-14,4.0,4.43,4.43,4.29,4.29,4.57,4.0,,t,11,11,0,0,0.13
23689274,https://www.airbnb.com/rooms/23689274,20231210055146,2023-12-10,city scrape,Bungalow in Bozeman · ★5.0 · 3 bedrooms · 3 beds · 3 baths,,,https://a0.muscache.com/pictures/miso/Hosting-23689274/original/a732a553-5e82-453b-b9d9-c07c71300430.jpeg,24882747,https://www.airbnb.com/users/show/24882747,Kerry,2014-12-16,"Bozeman, MT","I am a teacher and enjoy living in a mountain town. I am friendly, easy going and enjoy meeting new people. I have been in Bozeman for 24 years and happy to share any knowledge of this wonderful town.",N/A,N/A,89%,t,https://a0.muscache.com/im/pictures/user/6beb4339-6948-4551-b2bf-8caaa325ac98.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6beb4339-6948-4551-b2bf-8caaa325ac98.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone', 'work_email']",t,t,,Bozeman,,45.67713,-111.04563,Entire bungalow,Entire home/apt,6,,3 baths,,3,[],$321.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,4,33,57,272,2023-12-10,36,7,0,2018-06-07,2023-09-25,5.0,5.0,5.0,4.97,5.0,5.0,4.89,,f,1,1,0,0,0.54
23945254,https://www.airbnb.com/rooms/23945254,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★5.0 · 2 bedrooms · 3 beds · 1 bath,,North Church Ave is the widest street in the northeast side as the trolley used to run up it. It also is bordered by two through streets so has much less traffic. There is an elementary school on the next block towards Main St with a house and an old church in between. It's a coveted residential area all the streets in the area have been totally redone so there are no major road closures during the summer which are common around town.,https://a0.muscache.com/pictures/b6e09972-a391-4a2d-8317-f890089ec8c0.jpg,8224408,https://www.airbnb.com/users/show/8224408,Paul,2013-08-17,"Bozeman, MT","I started Bozeman Cottage Vacation Rentals in 1998 which has now grown to 17 properties, mostly within walking distance from downtown Bozeman. I also work in renewable energy - solar thermal, permaculture, electric bikes, and biofuels - and strive to keep Bozeman Cottage low impact.  I stock the houses with non-toxic body products and cleaners, and are as efficient as possible with heating and cooling.  I also run a bicycle rental business so you can easily and affordably see Bozeman on 2-wheels!

Note: I manage a few different guest houses and reviews are shown collectively for all places. The few reservations that had to be cancelled over the years were mostly due to date conflicts when calendars failed to update automatically. The July 2016 reservation was cancelled when the guests revealed that they had two cats after using autobook, for which Airbnb charged me 100, so unfortunately I no longer use autobook.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/f9efc11c-1d61-4d59-9536-629dd2ddd084.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f9efc11c-1d61-4d59-9536-629dd2ddd084.jpg?aki_policy=profile_x_medium,,24,36,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68283,-111.0295,Entire home,Entire home/apt,5,,1 bath,,3,[],$251.00,3,60,3,7,60,60,4.6,60.0,,t,11,41,63,302,2023-12-10,34,2,0,2018-06-07,2023-10-16,5.0,4.91,4.94,4.94,4.91,5.0,4.88,,f,22,22,0,0,0.51
23947268,https://www.airbnb.com/rooms/23947268,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.75 · 2 bedrooms · 4 beds · 2.5 baths,,"Artsy and funky Northeast Neighborhood - close to downtown and the developing northeast business district with some of Bozeman's best bakeries, coffee shops, and breweries!",https://a0.muscache.com/pictures/d246deaa-5719-44c3-84e5-b9232cffde72.jpg,8224408,https://www.airbnb.com/users/show/8224408,Paul,2013-08-17,"Bozeman, MT","I started Bozeman Cottage Vacation Rentals in 1998 which has now grown to 17 properties, mostly within walking distance from downtown Bozeman. I also work in renewable energy - solar thermal, permaculture, electric bikes, and biofuels - and strive to keep Bozeman Cottage low impact.  I stock the houses with non-toxic body products and cleaners, and are as efficient as possible with heating and cooling.  I also run a bicycle rental business so you can easily and affordably see Bozeman on 2-wheels!

Note: I manage a few different guest houses and reviews are shown collectively for all places. The few reservations that had to be cancelled over the years were mostly due to date conflicts when calendars failed to update automatically. The July 2016 reservation was cancelled when the guests revealed that they had two cats after using autobook, for which Airbnb charged me 100, so unfortunately I no longer use autobook.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/f9efc11c-1d61-4d59-9536-629dd2ddd084.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f9efc11c-1d61-4d59-9536-629dd2ddd084.jpg?aki_policy=profile_x_medium,,24,36,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68181,-111.02854,Entire home,Entire home/apt,5,,2.5 baths,,4,[],$334.00,4,30,4,7,30,30,6.9,30.0,,t,0,0,0,148,2023-12-10,16,1,0,2018-06-15,2023-05-25,4.75,4.75,4.75,4.81,4.75,4.75,4.56,,f,22,22,0,0,0.24
24075266,https://www.airbnb.com/rooms/24075266,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.98 · 1 bedroom · 1 bed · 1 private bath,,"This is a mixed college neighborhood with a combination of privately-owned homes, college rentals, and people of all ages and lifestyles.",https://a0.muscache.com/pictures/c009640e-dcee-40c8-863a-e5eeaac75ba6.jpg,176207616,https://www.airbnb.com/users/show/176207616,Elin,2018-03-02,"Bozeman, MT","Road trips, hiking in the mountains, and good coffee are a few of my favorite things.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/7ebf339d-9a1c-48ef-9828-354f6ecb2b70.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7ebf339d-9a1c-48ef-9828-354f6ecb2b70.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.67712,-111.05146,Private room in home,Private room,2,,1 private bath,,1,[],$95.00,1,30,1,1,1125,1125,1.0,1125.0,,t,0,0,0,135,2023-12-10,163,30,1,2018-08-23,2023-11-17,4.98,4.99,4.99,4.99,4.99,4.99,4.96,,f,1,0,1,0,2.53
25113972,https://www.airbnb.com/rooms/25113972,20231210055146,2023-12-10,city scrape,Townhouse in Bozeman · ★4.98 · 3 bedrooms · 6 beds · 2 baths,,"Property is located 2 blocks from the beautiful Bozeman Ponds.  A short walk will take you to Rosauers Grocery, restaurants, shopping and  the Gallatin Valley Mall for shopping or a movie.",https://a0.muscache.com/pictures/36868498-b63f-4c47-bdc1-741a5e3c203a.jpg,171508189,https://www.airbnb.com/users/show/171508189,Coleen,2018-02-03,"Bozeman, MT",I work and live in Bozeman and am excited to share my townhouse with visitors to this beautiful area. ,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/c8f5a3a6-01c8-4eb0-a605-949848de0471.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c8f5a3a6-01c8-4eb0-a605-949848de0471.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Bozeman, Montana, United States",Bozeman,,45.67414,-111.08677,Entire townhouse,Entire home/apt,8,,2 baths,,6,[],$235.00,3,140,2,3,1125,1125,3.0,1125.0,,t,12,37,65,116,2023-12-10,186,20,1,2018-06-08,2023-11-24,4.98,4.96,5.0,4.99,4.98,4.94,4.9,,f,1,1,0,0,2.77
25321668,https://www.airbnb.com/rooms/25321668,20231210055146,2023-12-10,city scrape,Condo in Bozeman · ★4.96 · 4 bedrooms · 4 beds · 3.5 baths,,"ADVENTURE TRAILS: Leverich Canyon Mountain Trail Head (4 miles), Drinking Horse Mountain Trailhead (8 miles), Sypes Canyon Trailhead (9 miles), Middle Cottonwood Trail (11 miles), Moser Creek Trailhead (12 miles)  <br />REEL IT IN: All Water Anglers (2 miles), Montana Angling Company (3 miles), Campbell's Guided Fishing Trips (3 miles), Montana Angler (3 miles), Cherry River Fishing Access (3 miles)  <br />OUTDOOR FUN: Gallatin County Regional Park (2 miles), Bogert Park (3 miles), Lindley Park Center (3 miles), Painted Trails Access (6 miles)<br />CULTURAL VIBES: Bozeman Art Museum (2 miles), Montana Science Center (2 miles), American Computer & Robotics Museum (3 miles), Gallatin History Museum (3 miles), Museum of the Rockies (4 miles) <br />HITTIN' THE SLOPES: Round House Ski and Sports Center (2 miles), Bridger Bowl Ski Area (19 miles), Crosscut Mountain Sports Center (20 miles), Big Sky Resort (48 miles)     <br />AIRPORT: Yellowstone International Airport (9 miles)",https://a0.muscache.com/pictures/prohost-api/Hosting-25321668/original/280d9b32-6b62-4278-8d4c-002d695629f9.jpeg,122381278,https://www.airbnb.com/users/show/122381278,Evolve,2017-03-24,United States,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-122381278/original/5fbc724c-fda4-4c4a-9f15-2710bf373054.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-122381278/original/5fbc724c-fda4-4c4a-9f15-2710bf373054.png?aki_policy=profile_x_medium,Winstead Park,1108,1854,"['email', 'phone']",t,f,"Bozeman, Montana, United States",Bozeman,,45.67941,-111.09516,Entire condo,Entire home/apt,8,,3.5 baths,,4,[],$328.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,12,32,53,287,2023-12-10,45,12,1,2018-10-07,2023-11-27,4.96,4.96,4.98,4.93,4.73,4.91,4.87,,t,11,11,0,0,0.71
25420087,https://www.airbnb.com/rooms/25420087,20231210055146,2023-12-10,city scrape,Townhouse in Bozeman · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,,This a about as close to downtown as you can get and still be in a residential area. It's amazingly quiet and there is a large park just a block away.,https://a0.muscache.com/pictures/prohost-api/Hosting-25420087/original/aec77af8-e750-4f4a-ba14-8d88aa30a5a4.jpeg,8224408,https://www.airbnb.com/users/show/8224408,Paul,2013-08-17,"Bozeman, MT","I started Bozeman Cottage Vacation Rentals in 1998 which has now grown to 17 properties, mostly within walking distance from downtown Bozeman. I also work in renewable energy - solar thermal, permaculture, electric bikes, and biofuels - and strive to keep Bozeman Cottage low impact.  I stock the houses with non-toxic body products and cleaners, and are as efficient as possible with heating and cooling.  I also run a bicycle rental business so you can easily and affordably see Bozeman on 2-wheels!

Note: I manage a few different guest houses and reviews are shown collectively for all places. The few reservations that had to be cancelled over the years were mostly due to date conflicts when calendars failed to update automatically. The July 2016 reservation was cancelled when the guests revealed that they had two cats after using autobook, for which Airbnb charged me 100, so unfortunately I no longer use autobook.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/f9efc11c-1d61-4d59-9536-629dd2ddd084.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f9efc11c-1d61-4d59-9536-629dd2ddd084.jpg?aki_policy=profile_x_medium,,24,36,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68198,-111.03668,Entire townhouse,Entire home/apt,6,,2.5 baths,,4,[],$272.00,3,21,3,7,21,21,4.9,21.0,,t,13,40,70,338,2023-12-10,27,6,0,2018-10-07,2023-09-10,5.0,5.0,4.89,4.96,5.0,5.0,4.81,,f,22,22,0,0,0.43
25549889,https://www.airbnb.com/rooms/25549889,20231210055146,2023-12-10,city scrape,Townhouse in Bozeman · ★4.79 · 2 bedrooms · 2 beds · 1 bath,,"Considering we're only a few blocks from downtown, we have a nice, quiet and predominately family neighborhood.  However, you're only a 5 minute walk from tons of restaurants, shops and nightlife.",https://a0.muscache.com/pictures/miso/Hosting-25549889/original/364306e9-4f98-46b1-85fe-88b64c121e05.jpeg,36548325,https://www.airbnb.com/users/show/36548325,Doug,2015-06-23,"Bozeman, MT","I have been a resident of Bozeman for 40 years and former Director of Marketing and Reservations at Bridger Bowl for 28 years.  I'm also an avid Nordic skier, cyclist, fly fisherman, traveler and a musician. I've cuurently combined interest in Latin percussion and travels to Cuba to do a cross-cultural music project with musicians from Santiago de Cuba and Bozeman.  I've also served on Yellowstone Country of Montana regional tourism board for many years and know the area very well.  I love food ...and I know where to find the good stuff!",within an hour,100%,100%,t,https://a0.muscache.com/im/users/36548325/profile_pic/1443644643/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/36548325/profile_pic/1443644643/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68187,-111.04339,Entire townhouse,Entire home/apt,4,,1 bath,,2,[],$157.00,3,180,3,3,1125,1125,3.0,1125.0,,t,0,0,0,0,2023-12-10,139,24,0,2018-06-17,2023-11-05,4.79,4.91,4.7,4.96,4.92,4.99,4.75,,t,2,2,0,0,2.08
25580821,https://www.airbnb.com/rooms/25580821,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.91 · 3 bedrooms · 4 beds · 2.5 baths,,"This cozy retreat is ""conveniently"" located in a family friendly and ""award winning Valley West"" neighborhood steps from a playground, park, small lake, and walking trails. Four groceries, a fish market, banks, gas stations, and the Gallatin Valley Mall are all within a short bike ride or up to a five-minute drive, as well as a ten minute drive to downtown Bozeman.",https://a0.muscache.com/pictures/prohost-api/Hosting-25580821/original/797b82c3-16ed-457e-bfd6-3b6eb53370ba.jpeg,106429221,https://www.airbnb.com/users/show/106429221,Vacation Homes Bozeman,2016-12-06,"Bozeman, MT","Greetings!  
We are Jason and Celeste Lovelace.  We have been married 25 adventurous years and can't wait for 25 more!!  We moved to Bozeman Mt. 16 years ago from Seattle Washington and even though we love the Pacific Northwest, Bozeman has become home to us.  We feel very blessed to raise our  three children in this family-friendly community.  We own a painting company, and we are involved in real estate investing. We love to travel when time permits and hope to visit many vacation rentals in the future!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/04e5ea17-c19f-4e0c-aa41-dff74c61b8fc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/04e5ea17-c19f-4e0c-aa41-dff74c61b8fc.jpg?aki_policy=profile_x_medium,,5,5,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.6827985,-111.0953193,Entire home,Entire home/apt,7,,2.5 baths,,4,[],$172.00,2,30,2,4,1125,1125,2.6,1125.0,,t,0,0,0,0,2023-12-10,69,11,1,2018-07-23,2023-11-30,4.91,4.93,4.94,4.96,4.93,4.91,4.74,,t,5,5,0,0,1.05
26925982,https://www.airbnb.com/rooms/26925982,20231210055146,2023-12-10,city scrape,Guesthouse in Bozeman · ★4.94 · 1 bedroom · 1 bed · 1 bath,,"Steps from walking trails and park in desirable, award winning neighborhood. Less than mile walk to restaurants. Fifteen minutes to airport and thirty minutes to Bridger Bowl. Biker friendly town. Bike trails criss-cross the city.",https://a0.muscache.com/pictures/ef647da2-4030-416e-9906-2b76bd594d8e.jpg,221430490,https://www.airbnb.com/users/show/221430490,Jen,2018-10-18,,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/8aaf6e02-b5d4-4cca-94c4-6f867782ea1b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8aaf6e02-b5d4-4cca-94c4-6f867782ea1b.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.67822,-111.0993,Entire guesthouse,Entire home/apt,2,,1 bath,,1,[],$145.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,13,43,54,112,2023-12-10,97,27,1,2018-10-11,2023-11-27,4.94,4.92,4.92,4.9,4.96,4.82,4.86,,f,1,1,0,0,1.54
